OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax
43621,RXYL2,Hospital,Hospital,NHS Sector,Visible,TRUE,Littlebrook Hospital,Bow Arrow Lane,Stone,,Dartford,Kent,DA2 6PB,51.44635773,0.241635442,RXY,Kent and Medway NHS and Social Care Partnership Trust,01322 622222,,http://www.kmpt.nhs.uk,01322 622497
43627,RXYP8,Hospital,Hospital,NHS Sector,Visible,TRUE,Priority House,Hermitage Lane,,,Maidstone,Kent,ME16 9QQ,51.27366257,0.483988225,RXY,Kent and Medway NHS and Social Care Partnership Trust,01622 725000,,http://www.kmpt.nhs.uk,01622 725290
43654,RY311,Hospital,Hospital,NHS Sector,Visible,TRUE,Colman Hospital,,Unthank Road,,Norwich,,NR2 2PJ,52.62220001,1.263663769,RY3,Norfolk Community Health and Care NHS Trust,01603 255720,,,
43655,RY312,Hospital,Hospital,NHS Sector,Visible,TRUE,Norwich Community Hospital,,Bowthorpe Road,,Norwich,,NR2 3TU,52.63391876,1.262482047,RY3,Norfolk Community Health and Care NHS Trust,01603 776 776,,http://www.norfolkcommunityhealthandcare.nhs.uk,
43656,RY319,Hospital,Hospital,NHS Sector,Visible,TRUE,Dereham Hospital,,Northgate,,Dereham,Norfolk,NR19 2EX,52.69001389,0.945718586,RY3,Norfolk Community Health and Care NHS Trust,01362 655210,,http://www.nchc.nhs.uk,
43657,RY332,Hospital,Hospital,NHS Sector,Visible,TRUE,North Walsham Hospital,North Walsham and District War Memorial Hospital,Yarmouth Road,,North Walsham,Norfolk,NR28 9AP,52.81397629,1.387597919,RY3,Norfolk Community Health and Care NHS Trust,01692 408000,,http://www.norfolkcommunityhealthandcare.nhs.uk,
43659,RY335,Hospital,Hospital,NHS Sector,Visible,TRUE,Kelling Hospital,,High Kelling,,Holt,Norfolk,NR25 6QA,52.91447449,1.1160568,RY3,Norfolk Community Health and Care NHS Trust,01263 710575,,http://www.norfolkcommunityhealthandcare.nhs.uk,
43660,RY33E,Hospital,Hospital,NHS Sector,Visible,TRUE,Swaffham Community Hospital,,Sporle Road,,Swaffham,Norfolk,PE37 7HL,52.65092468,0.691679955,RY3,Norfolk Community Health and Care NHS Trust,01760 726550,,http://www.norfolkcommunityhealthandcare.nhs.uk,
43666,RY539,Hospital,Hospital,NHS Sector,Visible,TRUE,Skegness and District General Hospital,,Dorothy Avenue,,Skegness,Lincolnshire,PE25 2BS,53.14517975,0.332272351,RY5,Lincolnshire Community Health Services NHS Trust,01754 762 401,,https://www.lincolnshirecommunityhealthservices.nhs.uk/our-services/community-hospitals,
43667,RY567,Hospital,Hospital,NHS Sector,Visible,TRUE,Johnson Community Hospital,,Spalding Road,Pinchbeck,Spalding,Lincolnshire,PE11 3DT,52.8014679,-0.150874719,RY5,Lincolnshire Community Health Services NHS Trust,01775 652 000,,http://www.lincolnshirecommunityhealthservices.nhs.uk/content/johnson-community-hospital,
43668,RY568,Hospital,Hospital,NHS Sector,Visible,TRUE,John Coupland Hospital,,Ropery Road,,Gainsborough,Lincolnshire,DN21 2TJ,53.41184616,-0.78477639,RY5,Lincolnshire Community Health Services NHS Trust,01427 816 500,,http://www.lincolnshirecommunityhealthservices.nhs.uk/content/john-coupland-hospital,
43669,RY572,Hospital,Hospital,NHS Sector,Visible,TRUE,County Hospital Louth,,High Holme Road,,Louth,Lincolnshire,LN11 0EU,53.37100983,-0.008567074,RY5,Lincolnshire Community Health Services NHS Trust,01507 600100,,http://www.lincolnshirecommunityhealthservices.nhs.uk/content/county-hospital-louth,
43674,RY838,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitworth Hospital,,330 Bakewell Road,Darley Dale,Matlock,Derbyshire,DE4 2JD,53.1509285,-1.575200796,RY8,Derbyshire Community Health Services NHS Foundation Trust,01629 580211,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/whitworthhospital/,
43675,RY8AJ,Hospital,Hospital,NHS Sector,Visible,TRUE,Walton Hospital,Walton Hospital,Whitecotes Lane,,Chesterfield,Derbyshire,S40 3HW,53.22159195,-1.442568302,RY8,Derbyshire Community Health Services NHS Foundation Trust,01246 515 505,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/waltonhospital/,
43676,RY8DE,Hospital,Hospital,NHS Sector,Visible,TRUE,Babington Hospital,Babington Hospital,Derby Road,Belper,Derby,Derbyshire,DE56 1WH,53.0189476,-1.485832691,RY8,Derbyshire Community Health Services NHS Foundation Trust,01773824171,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/babington-hospital/,
43678,RY8DG,Hospital,Hospital,NHS Sector,Visible,TRUE,Ripley Hospital,,Sandham Lane,,Ripley,Derbyshire,DE5 3HE,53.04698563,-1.412392139,RY8,Derbyshire Community Health Services NHS Foundation Trust,01773 743456,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ripleyhospital/,
43679,RY8NA,Hospital,Hospital,NHS Sector,Visible,TRUE,Newholme Hospital,(Head Office),Baslow Road,,Bakewell,Derbyshire,DE45 1AD,53.21879578,-1.672325253,RY8,Derbyshire Community Health Services NHS Foundation Trust,01629 812 525,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/newholmehospital/,
43680,RY8NR,Hospital,Hospital,NHS Sector,Visible,TRUE,Clay Cross Hospital,,Market Street,,Chesterfield,Derbyshire,S45 9NZ,53.16793442,-1.407211781,RY8,Derbyshire Community Health Services NHS Foundation Trust,01246 252900,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/claycross_hospital/,
43681,RY8NT,Hospital,Hospital,NHS Sector,Visible,TRUE,Bolsover Hospital,,Welbeck Road,Bolsover,Chesterfield,Derbyshire,S44 6DH,53.23152924,-1.282501698,RY8,Derbyshire Community Health Services NHS Foundation Trust,01246 827 901,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/bolsoverhospital/,
43682,RY8NW,Hospital,Hospital,NHS Sector,Visible,TRUE,Cavendish Hospital,,Manchester Road,,Buxton,Derbyshire,SK17 6TE,53.26244736,-1.92124033,RY8,Derbyshire Community Health Services NHS Foundation Trust,01298 212800,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/cavendishhospital/,
43683,RY8RH,Hospital,Hospital,NHS Sector,Visible,TRUE,Ilkeston Community Hospital,,Heanor Road,,Ilkeston,Derbyshire,DE7 8LN,52.98809433,-1.320802927,RY8,Derbyshire Community Health Services NHS Foundation Trust,0115 9305522,dchst.patientexperienceteam@nhs.net,http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ilkeston/,
43750,RYG79,Hospital,Hospital,NHS Sector,Visible,TRUE,St Michael's Hospital,,St Michael's Road,,Warwick,Warwickshire,CV34 5QW,52.28884125,-1.594397306,RYG,Coventry and Warwickshire Partnership NHS Trust,01926 406789,,https://www.covwarkpt.nhs.uk/st-michaels,
43764,RYG96,Hospital,Hospital,NHS Sector,Visible,TRUE,Brooklands Hospital,Coleshill Road,Marston Green,,Birmingham,West Midlands,B37 7HL,52.47120285,-1.744087577,RYG,Coventry and Warwickshire Partnership NHS Trust,0121 329 4900,,https://www.covwarkpt.nhs.uk/brooklands,
43800,RYJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital (HQ),Praed Street,,,London,,W2 1NY,51.51697159,-0.173555061,RYJ,Imperial College Healthcare NHS Trust,020 3312 6666,,https://www.imperial.nhs.uk/our-locations/st-marys-hospital,
43801,RYJ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Charing Cross Hospital,,Fulham Palace Road,,London,,W6 8RF,51.48704529,-0.219920978,RYJ,Imperial College Healthcare NHS Trust,020 3311 1234,,https://www.imperial.nhs.uk/our-locations/charing-cross-hospital,
43802,RYJ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Hammersmith Hospital,Du Cane Road,,,London,,W12 0HS,51.51742172,-0.234706819,RYJ,Imperial College Healthcare NHS Trust,020 3313 1000,,https://www.imperial.nhs.uk/our-locations/hammersmith-hospital,
43803,RYJ04,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Charlotte's & Chelsea Hospital,Du Cane Road,,,London,,W12 0HS,51.51742172,-0.234706819,RYJ,Imperial College Healthcare NHS Trust,020 3313 1111,,https://www.imperial.nhs.uk/our-locations/queen-charlottes-and-chelsea-hospital,
43804,RYJ07,Hospital,Hospital,NHS Sector,Visible,TRUE,Western Eye Hospital,153-173 Marylebone Road,,,London,,NW1 5QH,51.52070236,-0.163315639,RYJ,Imperial College Healthcare NHS Trust,020 3312 6666,,https://www.imperial.nhs.uk/our-locations/western-eye-hospital,
43868,RYR14,Hospital,Hospital,NHS Sector,Visible,TRUE,Southlands Hospital,Upper Shoreham Road,,,Shoreham-By-Sea,West Sussex,BN43 6TQ,50.84075928,-0.256132513,RYR,University Hospitals Sussex NHS Foundation Trust,01903 205111,,http://www.westernsussexhospitals.nhs.uk/,
43869,RYR16,Hospital,Hospital,NHS Sector,Visible,TRUE,St Richard's Hospital,Spitalfield Lane,,,Chichester,West Sussex,PO19 6SE,50.84355545,-0.768012762,RYR,University Hospitals Sussex NHS Foundation Trust,(01243) 788122   ,firstname.surname@wsht.nhs.uk,http://www.westernsussexhospitals.nhs.uk/,
43870,RYR18,Hospital,Hospital,NHS Sector,Visible,TRUE,Worthing Hospital,Lyndhurst Road,,,Worthing,West Sussex,BN11 2DH,50.81669235,-0.363415062,RYR,University Hospitals Sussex NHS Foundation Trust,01903 205111,,http://www.westernsussexhospitals.nhs.uk/,01903 285045
43873,RYV01,Hospital,Hospital,NHS Sector,Visible,TRUE,Brookfields Hospital,,351 Mill Road,,Cambridge,Cambridgeshire,CB1 3DF,52.19705582,0.151091501,RYV,Cambridgeshire Community Services NHS Trust,01223 603051,ccs-tr.pals@nhs.net,,
43886,RYWT3,Hospital,Hospital,NHS Sector,Visible,TRUE,Birmingham Dental Hospital and School of Dentistry,,5 Mill Pool Way,,Birmingham (SatNav B5 7SA),,B5 7EG,52.45087051,-1.914299846,RYW,Birmingham Community Healthcare NHS Foundation Trust,0121 466 5555,dental.hospital@nhs.net,http://www.bhamcommunity.nhs.uk/dental-hospital,
43888,RYW23,Hospital,Hospital,NHS Sector,Visible,TRUE,Moseley Hall Hospital,,Alcester Road,,Birmingham,,B13 8JL,52.44592667,-1.892876983,RYW,Birmingham Community Healthcare NHS Foundation Trust,0121 466 6000,,http://www.bhamcommunity.nhs.uk,
43889,RYW24,Hospital,Hospital,NHS Sector,Visible,TRUE,West Heath Hospital,West Heath Hospital,Rednal Road,,Birmingham,West Midlands,B38 8HR,52.39820862,-1.953763843,RYW,Birmingham Community Healthcare NHS Foundation Trust,0121 466 6000,,,
43926,RYYAL,Hospital,Hospital,NHS Sector,Visible,TRUE,Faversham Cottage Hospital,Stone Street,,,Faversham,Kent,ME13 8PS,51.31455231,0.887836456,RYY,Kent Community Health NHS Foundation Trust,01795 562068,,http://www.kentcht.nhs.uk,
43939,RYYC3,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Victoria Memorial Hospital,King Edward Avenue,,,Herne Bay,Kent,CT6 6EB,51.36788177,1.142894864,RYY,Kent Community Health NHS Foundation Trust,01227 594700,,http://www.kentcht.nhs.uk,
43943,RYYC7,Hospital,Hospital,NHS Sector,Visible,TRUE,Sheppey Community Hospital,Plover Road,Minster On Sea,,Sheerness,Kent,ME12 3LT,51.41540909,0.793075562,RYY,Kent Community Health NHS Foundation Trust,01795 879100,,http://www.kentcht.nhs.uk,
43944,RYYC8,Hospital,Hospital,NHS Sector,Visible,TRUE,Sittingbourne Memorial Hospital,Bell Road,,,Sittingbourne,Kent,ME10 4DT,51.33459854,0.736556947,RYY,Kent Community Health NHS Foundation Trust,01795 418300,,http://www.kentcht.nhs.uk,
43952,RYYCH,Hospital,Hospital,NHS Sector,Visible,TRUE,"Victoria Hospital, Deal",Victoria Hospital,London Road,,Deal,Kent,CT14 9UA,51.21939087,1.389496326,RYY,Kent Community Health NHS Foundation Trust,01304 865400,,http://www.kentcht.nhs.uk,
43956,RYYCM,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitstable and Tankerton Hospital,Whitstable and Tankerton Hospital,Northwood Road,Tankerton,Whitstable,Kent,CT5 2HN,51.36136246,1.050066829,RYY,Kent Community Health NHS Foundation Trust,01227 594400,,http://www.kentcht.nhs.uk,
43962,RYYCW,Hospital,Hospital,NHS Sector,Visible,TRUE,"Royal Victoria Hospital, Folkestone",Royal Victoria Hospital,Radnor Park Avenue,,Folkestone,Kent,CT19 5BN,51.08613968,1.171532989,RYY,Kent Community Health NHS Foundation Trust,01303 850202,,,
43966,RYYD4,Hospital,Hospital,NHS Sector,Visible,TRUE,Edenbridge War Memorial Hospital,Edenbridge and District War Memorial Hospital,Mill Hill,,Edenbridge,Kent,TN8 5DA,51.19034958,0.066651665,RYY,Kent Community Health NHS Foundation Trust,01732 863164,,http://www.kentcht.nhs.uk,
43967,RYYD6,Hospital,Hospital,NHS Sector,Visible,TRUE,Hawkhurst Hospital,Hawkhurst Community Hospital,High Street,Hawkhurst,Cranbrook,Kent,TN18 4PU,51.04884338,0.489031434,RYY,Kent Community Health NHS Foundation Trust,01580 753345,,http://www.kentcht.nhs.uk,
43969,RYYD9,Hospital,Hospital,NHS Sector,Visible,TRUE,Sevenoaks Hospital,Sevenoaks Hospital,Hospital Road,,Sevenoaks,Kent,TN13 3PG,51.28826523,0.194744304,RYY,Kent Community Health NHS Foundation Trust,01732 470200,,http://www.kentcht.nhs.uk,
43970,RYYDC,Hospital,Hospital,NHS Sector,Visible,TRUE,Tonbridge Cottage Hospital,Tonbridge Cottage Hospital,Vauxhall Lane,,Tonbridge,Kent,TN11 0NE,51.17807007,0.273479372,RYY,Kent Community Health NHS Foundation Trust,01732 353653,,http://www.kentcht.nhs.uk,
43971,RYYDN,Hospital,Hospital,NHS Sector,Visible,TRUE,Gravesham Community Hospital,Gravesham Community Hospital,Bath Street,,Gravesend,Kent,DA11 0DG,51.4431839,0.365658641,RYY,Kent Community Health NHS Foundation Trust,01474 360500,,http://www.virgincare.co.uk/,
44072,TAD17,Hospital,Hospital,NHS Sector,Visible,TRUE,Lynfield Mount Hospital,Heights Lane,,,Bradford,West Yorkshire,BD9 6DP,53.80973053,-1.805339217,TAD,Bradford District NHS Foundation Trust,01274 494194,,http://www.bdct.nhs.uk,01274 483494
44186,TAJ07,Hospital,Hospital,NHS Sector,Visible,TRUE,Edward Street Hospital,Edward Street,Edward Street,,West Bromwich,,B70 8NL,52.51922607,-1.998733521,TAJ,Black Country Healthcare NHS Foundation Trust,0845 1461800,,http://www.bcpft.nhs.uk,0121 6128090
44188,TAJ11,Hospital,Hospital,NHS Sector,Visible,TRUE,Heath Lane Hospital,Heath Lane,,,West Bromwich,West Midlands,B71 2BG,52.53797913,-1.991980553,TAJ,Black Country Healthcare NHS Foundation Trust,0845 146 1800,,,
44189,TAJ20,Hospital,Hospital,NHS Sector,Visible,TRUE,Hallam Street Hospital,Hallam Street,Hallam Street,,West Bromwich,,B71 4NH,52.52781677,-1.986425281,TAJ,Black Country Healthcare NHS Foundation Trust,0121 612 8628,communications.team@bcpft.nhs.uk,http://www.bcpft.nhs.uk,0121 6128090
45362,RBTPP,Hospital,Hospital,NHS Sector,Visible,TRUE,Elmhurst Intermediate Care Centre,,Roehurst Lane,,Winsford,Cheshire,CW7 2DF,53.19564819,-2.531690359,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01606 597630,,http://www.mcht.nhs.uk,
45365,RX1AA,Hospital,Hospital,NHS Sector,Visible,TRUE,Nottingham University Hospitals NHS Trust - Ropewalk House,,113 The Ropewalk,,Nottingham,,NG1 6HA,52.95198059,-1.156332135,RX1,Nottingham University Hospitals NHS Trust,0115 924 9924 (ext. 61111),,,
45407,RX3BB,Hospital,Hospital,NHS Sector,Visible,TRUE,"Lanchester Road Hospital, Durham",,Lanchester Road,,Durham,,DH1 5RD,54.8004303,-1.612225533,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",0191 441 5700,,http://www.tewv.nhs.uk/lanchesterroad,0191 441 5701
45473,RTQ90,Hospital,Hospital,NHS Sector,Visible,TRUE,Let's Talk,Ambrose House,"Meteor Court, Barnett Way",Barnwood,Gloucester,Gloucestershire,GL4 3GG,51.86611176,-2.204420328,RTQ,Gloucestershire Health and Care NHS Foundation Trust,0800 019 3346,,https://www.2gether.nhs.uk/learning-disabilities/,
45485,RATGM,Hospital,Hospital,NHS Sector,Visible,TRUE,Goodmayes Hospital,,Barley Lane,Goodmayes,Ilford,Essex,IG3 8XJ,51.57799149,0.11050193,RAT,North East London NHS Foundation Trust,0300 555 1200,,http://www.nelft.nhs.uk/,
45488,RDRAA,Hospital,Hospital,NHS Sector,Visible,TRUE,Arundel & District Hospital,Arundel & District Hospital,Chichester Road,Arundel,Arundel,Sussex,BN18 0AB,50.85447693,-0.565244734,RDR,Sussex Community NHS Foundation Trust,01903 882543,,http://www.sussexcommunity.nhs.uk/services,
45492,RV915,Hospital,Hospital,NHS Sector,Visible,TRUE,Townend Court,,296 Cottingham Road,,Hull,,HU6 8QG,53.77056503,-0.376976818,RV9,Humber Teaching NHS Foundation Trust,01482 336740,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,
45548,RNNDD,Hospital,Hospital,NHS Sector,Visible,TRUE,Brampton War Memorial Hospital,,6 Tree Road,,Brampton,Cumbria,CA8 1TX,54.9386673,-2.727175951,RNN,North Cumbria Integrated Care NHS Foundation Trust,01228 608345,,https://www.cumbriapartnership.nhs.uk/where-we-work/brampton-war-memorial-hospital,
45555,RNNWT,Hospital,Hospital,NHS Sector,Visible,TRUE,Wigton Community Hospital,,Cross Lane,,Wigton,,CA7 9DD,54.83044434,-3.171386957,RNN,North Cumbria Integrated Care NHS Foundation Trust,016973 66600,,http://www.cumbriapartnership.nhs.uk,016973 66601
45556,RNNYY,Hospital,Hospital,NHS Sector,Visible,TRUE,Workington Community Hospital,,Park Lane,,Workington,,CA14 2RW,54.64269257,-3.55132699,RNN,North Cumbria Integrated Care NHS Foundation Trust,01900 705000,,http://www.cumbriapartnership.nhs.uk,
45629,RX4W4,Hospital,Hospital,NHS Sector,Visible,TRUE,Walkergate Park,,Benfield Road,,Newcastle-upon-Tyne,Tyne and Wear,NE6 4QD,54.98936844,-1.561600447,RX4,Cumbria Northumberland Tyne and Wear NHS Foundation Trust,0191 2875000,,http://www.cntw.nhs.uk,
45779,RENAA,Hospital,Hospital,NHS Sector,Visible,TRUE,Clatterbridge Cancer Centre - Aintree,,Lower Lane,Fazakerley,Liverpool,,L9 7BA,53.45859146,-2.946583509,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,0151 514 2800,,,
45964,NDJZZ,Hospital,Hospital,Independent Sector,Visible,TRUE,Caterham Dene Community Hospital,Caterham Dene Hospital,Church Road,,Caterham,Surrey,CR3 5RA,51.28363037,-0.08521425,NDJ,First Community Health and Care,01883 837500,,http://www.firstcommunityhealthcare.co.uk/,
46506,RNUFF,Hospital,Hospital,NHS Sector,Visible,TRUE,Townlands Memorial Hospital - Oxford Health NHS Foundation Trust ,,York Road,,Henley-on-Thames,Oxfordshire,RG9 2DR,51.53873825,-0.9079175,RNU,Oxford Health NHS Foundation Trust,01865 903709,,http://www.royalberkshire.nhs.uk/how-to-find-us/townlands-hospital-in-henley.htm,
46583,RWK46,Hospital,Hospital,NHS Sector,Visible,TRUE,Newham Centre for Mental Health,,Cherry Tree Way,Glen Road,London,,E13 8SP,51.52047348,0.038419992,RWK,East London NHS Foundation Trust,020 7540 4380,,,
46584,RWK60,Hospital,Hospital,NHS Sector,Visible,TRUE,The John Howard Centre,Forensic Centre for Mental Health,12 Kenworthy Road,Homerton,London,,E9 5TD,51.54803085,-0.037671819,RWK,East London NHS Foundation Trust,020 8510 2003,,,
46586,RWK89,Hospital,Hospital,NHS Sector,Visible,TRUE,East Ham Care Centre,,Shrewsbury Road,East Ham,London,,E7 8QP,51.54092789,0.043299749,RWK,East London NHS Foundation Trust,020 8475 2001,,,
46607,RWXX1,Hospital,Hospital,NHS Sector,Visible,TRUE,Wokingham Hospital,,41 Barkham Road,,Wokingham,Berkshire,RG41 2XR,51.41040421,-0.843685389,RWX,Berkshire Healthcare NHS Foundation Trust,0118 949 5000,,https://www.berkshirehealthcare.nhs.uk/our-sites/bracknell-wokingham/wokingham-hospital/,
46615,RQYCC,Hospital,Hospital,NHS Sector,Visible,TRUE,Richmond Royal Hospital,,Kew Foot Road,,Richmond,,TW9 2TE,51.46671295,-0.300415009,RQY,South West London and St George's Mental Health NHS Trust,020 3513 5000,,,
46651,RAEPP,Hospital,Hospital,NHS Sector,Visible,TRUE,Westwood Park Diagnostic Treatment Centre,,Swift Drive,Off Cooper Lane,Bradford,West Yorkshire,BD6 3NL,53.76891708,-1.810428143,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 425990,,,
46715,NT9QQ,Hospital,Hospital,Independent Sector,Visible,TRUE,Turner Diagnostic Centre,Colchester General Hospital,Turner Road,,Colchester,Essex,CO4 5JL,51.91016388,0.899196804,NT9,Alliance Medical,01206 744 222,colchester@alliance.co.uk,https://www.alliancemedical.co.uk,01206 744 224
58580,NNF16,Hospital,Hospital,NHS Sector,Visible,TRUE,Bridlington Hospital - City Health Care Partnership Cic,Bessingby Road,,,Bridlington,Yorkshire(East Riding),YO16 4QP,54.08653259,-0.215725005,NNF,City Health Care Partnership Cic,00000 000000,,,
58612,NMJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Godden Green,Cygnet Hospital Godden Green,Godden Green,,Sevenoaks,Kent,TN15 0JR,51.27159882,0.23007901,NMJ,Cygnet Health Care Limited,01732 763 491,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-godden-green/,01732 763 460
58613,NMJ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Bierley,Bierley Lane,,,Bradford,West Yorkshire,BD4 6AD,53.7685051,-1.732101202,NMJ,Cygnet Health Care Limited,01274 686 767,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-bierley/,01274 686 660
58614,NMJ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Kewstoke,Beach Road,Kewstoke,,Weston-Super-Mare,Avon,BS22 9UZ,51.36587524,-2.964218616,NMJ,Cygnet Health Care Limited,01934 428989,enquiries@cygnethealth.co.uk,https://www.cygnethealth.co.uk/locations/cygnet-hospital-kewstoke/,01934 428980
58618,NNH02,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Yorkshire,937 Harrogate Road,Apperley Bridge,,Bradford,West Yorkshire,BD10 0RD,53.83239746,-1.710361242,NNH,Optegra UK,0808 301 2823,icare.yorkshire@optegra.com,https://www.optegra.com,0207 0221651
58619,NNH03,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Surrey,10 Alan Turing Road,Surrey Research Park,,Guildford,Surrey,GU2 7YF,51.24115753,-0.613246143,NNH,Optegra UK,01483 903 001,icare.surrey@optegra.com,https://www.optegra.com,01483 903 099
58620,NNH04,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Manchester,One Didsbury Point,2 The Avenue,Didsbury,Manchester,Greater Manchester,M20 2EY,53.43009949,-2.249933243,NNH,Optegra UK,0161 240 0700,icare.manchester@optegra.com,https://www.optegra.com,0161 240 0799
58622,NNH06,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Hampshire ,3 Fusion,1200 Parkway,Whiteley,Fareham,Hampshire,PO15 7AD,50.87654114,-1.247176766,NNH,Optegra UK,01329 316 700,icare.hampshire@optegra.com,https://www.optegra.com,01329 316 799
58803,NT822,Hospital,Hospital,NHS Sector,Visible,TRUE,Nightingale Hospital,11-19 Lisson Grove,Marylebone,,London,,NW1 6SH,51.5218544,-0.16512911,NT8,Capio UK,020 7535 7700,info@nightingalehospital.co.uk,http://www.nightingalehospital.co.uk,020 7724 5976
58911,NTT09,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Augustine's Independent Hospital,Cambian Group,Cobridge Road,,Stoke-On-Trent,Staffordshire,ST1 5JY,53.03343964,-2.187804699,NTT,Cambian Healthcare Limited,,,,
59010,NVD03,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Barnabas Hospital,Higher Port View,,,Saltash,Cornwall,PL12 4BU,50.40737152,-4.214307308,NVD,Peninsula Plastic Surgery Ltd,,,,
59039,NAX03,Hospital,Hospital,NHS Sector,Visible,TRUE,Ecch Beccles Hospital,St. Marys Road,,,Beccles,Suffolk,NR34 9NQ,52.45414734,1.562366843,NAX,East Coast Community Healthcare C.I.C,01502 719820,,http://www.ecch.org,
59066,NBI02,Hospital,Hospital,NHS Sector,Visible,FALSE,Lakeside Medical Diagnostics - Billericay Community Hospital,Billericay Community Hospital,Blunts Wall Road,,Billericay,Essex,CM12 9SA,51.62248611,0.400663167,NBI,Lakeside Medical Diagnostics,,,,
59350,NCK02,Hospital,Hospital,NHS Sector,Visible,TRUE,St Catherine's Hospital,Church Road,,,Birkenhead,Merseyside,CH42 0LQ,53.3800354,-3.026516199,NCK,E-Logica Ltd,0151 514 2888,,,
59503,NLR02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Berkeley Hospital,Marybrook Street,,,Berkeley,Gloucestershire,GL13 9AD,51.69200897,-2.458486319,NLR,Gloucestershire Care Services Cic,,,,
59570,NMF01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Brackley Cottage Hospital,Pebble Lane,,,Brackley,Northamptonshire,NN13 7DA,52.03092194,-1.143116951,NMF,Brackley Hospital,,,,
59588,NMQ01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Ashwood Court Independent Hospital,Woodford Avenue,Lowton,,Warrington,Cheshire,WA3 2RB,53.47247696,-2.575762749,NMQ,Making Space,,,,
59646,NMW01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Abbey Sefton Hospital,University Hospital Aintree,Fazakerley Hospital,Lower Lane,Liverpool,Merseyside,L9 7AL,53.46632767,-2.931089401,NMW,Abbey Sefton Hospital (University Hospital Aintree),0151 330 6551,,,
59654,NN101,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Royal Hospital For Neuro-Disability (West Hill),West Hill,,,London,Greater London,SW15 3SW,51.45220566,-0.213720351,NN1,The Royal Hospital For Neuro-Disability,,,,
59676,NQT95,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Haslemere Hospital ,,Church Lane,,Haslemere,Surrey,GU27 2BJ,51.09174728,-0.708267331,NQT,Virgin Care Ltd,01483 956500,,,
59909,R1C03,Hospital,Hospital,Independent Sector,Visible,TRUE,Western Community Hospital,William Macleod Way,,,Southampton,Hampshire,SO16 4XE,50.92525101,-1.446025729,R1C,Solent NHS Trust,02380540666,,https://www.southernhealth.nhs.uk/locations/western-community-hospital/,
59938,R1CA7,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Leigh House Hospital,Alresford Road,,,Winchester,Hampshire,SO21 1HD,51.06240845,-1.283552766,R1C,Solent NHS Trust,,,,
